WorkerIndex,Treatment,WorkTimeInSeconds,Answer.output_buttons_b,Answer.output_feedback_b,Answer.question_order_b,Answer.retention_check,Answer.time_array_out_b,Answer.tutorial_save_b,Answer.verbal_feedback
136,E,286,"{""44"":1,""52"":2,""58"":2,""64"":3,""66"":2,""85"":1,""91"":0,""105"":2,""109"":0,""116"":0}",2,"[116,58,109,66,64,52,44,85,91,105]","I didn't look at them, only the values.","{""44"":13.136,""52"":8.314,""58"":11.243,""64"":8.948,""66"":10.618,""85"":10.978,""91"":9.885,""105"":11.942,""109"":9.671,""116"":23.78,""tutorial_2DE"":53.612,""tutorial_3DE"":13.364,""tutorial_4DE"":30.548,""tutorial_5DE"":5.967}","{""2A"":[],""2BC"":[],""3A"":[],""3BC"":[],""2DE"":[2],""3DE"":[1],""4DE"":[3],""5DE"":[]}","I didn't look at them, only the values"
137,E,813,"{""38"":3,""39"":0,""51"":2,""63"":3,""64"":3,""70"":1,""86"":2,""123"":0,""127"":0,""129"":2}",2,"[123,63,129,70,51,39,127,38,86,64]",Diamond,"{""38"":10.384,""39"":25.22,""51"":15.465,""63"":58.663,""64"":6.705,""70"":45.269,""86"":10.807,""123"":61.391,""127"":32.916,""129"":29.452,""tutorial_2DE"":145.789,""tutorial_3DE"":62.807,""tutorial_4DE"":60.011,""tutorial_5DE"":21.292}","{""2A"":[],""2BC"":[],""3A"":[],""3BC"":[],""2DE"":[2],""3DE"":[1],""4DE"":[3],""5DE"":[]}",No
138,E,684,"{""36"":1,""49"":3,""56"":1,""57"":2,""60"":2,""73"":3,""109"":2,""114"":3,""122"":2,""128"":1}",3,"[60,114,56,57,36,128,73,109,49,122]",DIAMIND,"{""36"":1.984,""49"":2.113,""56"":2.656,""57"":2.512,""60"":5.503,""73"":5.464,""109"":4.568,""114"":3.415,""122"":1.727,""128"":7.009,""tutorial_2DE"":111.208,""tutorial_3DE"":31.032,""tutorial_4DE"":55.598,""tutorial_5DE"":2.914}","{""2A"":[],""2BC"":[],""3A"":[],""3BC"":[],""2DE"":[2],""3DE"":[2,3,1],""4DE"":[1,1,2,3],""5DE"":[]}",NICE
139,E,707,"{""43"":3,""53"":0,""64"":3,""66"":0,""70"":1,""74"":0,""93"":2,""107"":0,""112"":1,""115"":1}",2,"[107,115,64,43,66,112,70,74,53,93]",Gold bars,"{""43"":28.152,""53"":25.279,""64"":31.231,""66"":38.97,""70"":31.781,""74"":29.887,""93"":25.713,""107"":33.136,""112"":29.577,""115"":24.753,""tutorial_2DE"":100.935,""tutorial_3DE"":27.118,""tutorial_4DE"":25.344,""tutorial_5DE"":24.058}","{""2A"":[],""2BC"":[],""3A"":[],""3BC"":[],""2DE"":[2],""3DE"":[1],""4DE"":[3],""5DE"":[]}",None.
140,E,418,"{""38"":3,""58"":2,""67"":0,""70"":1,""77"":2,""114"":1,""115"":1,""127"":1,""134"":1,""137"":0}",2,"[134,77,115,67,137,38,58,70,127,114]",boom box/radio,"{""38"":4.992,""58"":3.089,""67"":3.719,""70"":3.192,""77"":12.744,""114"":3.232,""115"":10.032,""127"":7.606,""134"":23.309,""137"":2.689,""tutorial_2DE"":31.832,""tutorial_3DE"":93.199,""tutorial_4DE"":10.489,""tutorial_5DE"":5.155}","{""2A"":[],""2BC"":[],""3A"":[],""3BC"":[],""2DE"":[2],""3DE"":[1],""4DE"":[3],""5DE"":[]}",Easy to follow and understand
141,E,444,"{""50"":1,""59"":3,""60"":0,""70"":1,""86"":2,""95"":2,""100"":0,""101"":2,""113"":2,""119"":2}",3,"[100,113,50,70,59,119,95,101,86,60]",The gem,"{""50"":26.079,""59"":15.984,""60"":14.175,""70"":20.016,""86"":7.809,""95"":27.601,""100"":14.418,""101"":6.751,""113"":30.664,""119"":5.855,""tutorial_2DE"":64.503,""tutorial_3DE"":13.843,""tutorial_4DE"":11.085,""tutorial_5DE"":4.222}","{""2A"":[],""2BC"":[],""3A"":[],""3BC"":[],""2DE"":[1,3,2],""3DE"":[1],""4DE"":[3],""5DE"":[]}",None
142,E,725,"{""46"":0,""49"":0,""65"":3,""80"":0,""85"":1,""102"":0,""112"":0,""113"":1,""129"":2,""135"":1}",3,"[46,135,80,65,112,129,49,85,102,113]",I liked the gem and the necklace but in general I was looking more at the number of items and how much I valued them more than the specific items within the chests.,"{""46"":48.647,""49"":35.727,""65"":21.654,""80"":41.22,""85"":57.08,""102"":20.435,""112"":53.188,""113"":30.633,""129"":18.023,""135"":22.815,""tutorial_2DE"":51.844,""tutorial_3DE"":19.605,""tutorial_4DE"":23.398,""tutorial_5DE"":12.644}","{""2A"":[],""2BC"":[],""3A"":[],""3BC"":[],""2DE"":[2],""3DE"":[1],""4DE"":[3],""5DE"":[]}",I wasn't really sure if I was suppose to consider what the other pirates value as potentially a reason to switch or not. I generally just went with my gut of what I thought would be best in the situation.
143,E,292,"{""64"":3,""81"":0,""85"":1,""86"":2,""91"":0,""108"":3,""116"":0,""119"":0,""129"":2,""135"":1}",1,"[108,85,135,64,119,129,91,116,86,81]",rum,"{""64"":20.876,""81"":8.855,""85"":17.608,""86"":10.481,""91"":6.048,""108"":29.278,""116"":5.912,""119"":10.086,""129"":12.433,""135"":22.356,""tutorial_2DE"":33.952,""tutorial_3DE"":20.848,""tutorial_4DE"":15.688,""tutorial_5DE"":7.707}","{""2A"":[],""2BC"":[],""3A"":[],""3BC"":[],""2DE"":[2],""3DE"":[1],""4DE"":[3],""5DE"":[]}",none
144,E,410,"{""42"":0,""67"":0,""77"":0,""85"":0,""86"":0,""88"":0,""101"":0,""122"":0,""128"":0,""134"":0}",3,"[85,88,42,128,86,122,134,101,67,77]",I did not have a favorite treasure item.,"{""42"":3.798,""67"":5.932,""77"":7.492,""85"":23.343,""86"":2.851,""88"":7.005,""101"":4.809,""122"":3.151,""128"":10.574,""134"":11.913,""tutorial_2DE"":36.22,""tutorial_3DE"":22.921,""tutorial_4DE"":41.305,""tutorial_5DE"":6.808}","{""2A"":[],""2BC"":[],""3A"":[],""3BC"":[],""2DE"":[3,2],""3DE"":[2,1],""4DE"":[1,1,3],""5DE"":[]}",NA
145,E,333,"{""36"":1,""38"":3,""65"":3,""70"":1,""73"":3,""74"":0,""79"":3,""84"":0,""109"":0,""120"":1}",2,"[109,74,120,79,65,84,70,73,38,36]",I liked the cross,"{""36"":10.039,""38"":17.018,""65"":11.606,""70"":6.394,""73"":7.724,""74"":13.526,""79"":8.318,""84"":7.796,""109"":21.009,""120"":17.241,""tutorial_2DE"":66.392,""tutorial_3DE"":19.606,""tutorial_4DE"":34.726,""tutorial_5DE"":7.332}","{""2A"":[],""2BC"":[],""3A"":[],""3BC"":[],""2DE"":[2],""3DE"":[1],""4DE"":[3],""5DE"":[]}",none
146,E,342,"{""43"":3,""44"":1,""60"":0,""65"":3,""70"":1,""71"":1,""94"":2,""102"":0,""126"":2,""136"":1}",1,"[102,126,44,43,94,65,71,70,136,60]",The map.,"{""43"":12.73,""44"":4.737,""60"":4.363,""65"":3.016,""70"":4.98,""71"":6.203,""94"":6.291,""102"":26.31,""126"":11.751,""136"":2.975,""tutorial_2DE"":40.702,""tutorial_3DE"":49.212,""tutorial_4DE"":15.987,""tutorial_5DE"":3.729}","{""2A"":[],""2BC"":[],""3A"":[],""3BC"":[],""2DE"":[2],""3DE"":[1],""4DE"":[3],""5DE"":[]}",No issues
147,E,415,"{""60"":0,""67"":0,""72"":2,""85"":1,""87"":2,""98"":0,""99"":2,""112"":1,""129"":2,""135"":1}",2,"[72,112,129,98,67,85,99,135,60,87]",There was a light blue jewel that caught my eye.,"{""60"":4.136,""67"":4.867,""72"":12.307,""85"":6.082,""87"":4.164,""98"":4.663,""99"":5.34,""112"":6.048,""129"":4.336,""135"":5.594,""tutorial_2DE"":43.04,""tutorial_3DE"":11.802,""tutorial_4DE"":13.289,""tutorial_5DE"":4.973}","{""2A"":[],""2BC"":[],""3A"":[],""3BC"":[],""2DE"":[2],""3DE"":[1],""4DE"":[3],""5DE"":[]}",The timer for the hit was kind of short. I felt a little rushed.
148,E,522,"{""43"":1,""52"":3,""70"":3,""72"":2,""80"":2,""81"":2,""84"":1,""88"":1,""93"":2,""99"":2}",3,"[72,52,88,93,99,43,80,70,84,81]",DIAMOND,"{""43"":3.241,""52"":1.984,""70"":1.832,""72"":9.525,""80"":10.679,""81"":1.56,""84"":2.936,""88"":2.104,""93"":4.345,""99"":23.895,""tutorial_2DE"":40.327,""tutorial_3DE"":18.496,""tutorial_4DE"":20.575,""tutorial_5DE"":2.083}","{""2A"":[],""2BC"":[],""3A"":[],""3BC"":[],""2DE"":[2],""3DE"":[2,1],""4DE"":[1,1,2,3],""5DE"":[]}",GOOD
149,E,229,"{""50"":1,""51"":1,""64"":2,""66"":2,""67"":2,""72"":0,""77"":3,""80"":2,""105"":2,""123"":0}",3,"[64,72,77,105,51,123,66,80,50,67]",treasure 3,"{""50"":84.619,""51"":1.468,""64"":3.098,""66"":1.179,""67"":1.625,""72"":3.184,""77"":1.901,""80"":1.206,""105"":3.436,""123"":1.462,""tutorial_2DE"":37.981,""tutorial_3DE"":5.543,""tutorial_4DE"":3.76,""tutorial_5DE"":1.075}","{""2A"":[],""2BC"":[],""3A"":[],""3BC"":[],""2DE"":[2],""3DE"":[2,2,1],""4DE"":[2,3],""5DE"":[]}",na
150,E,238,"{""37"":2,""38"":2,""44"":1,""57"":3,""85"":1,""95"":2,""102"":2,""105"":2,""126"":2,""129"":2}",2,"[37,57,38,85,126,105,129,102,95,44]",Gold,"{""37"":16.064,""38"":15.8,""44"":5.417,""57"":18.104,""85"":15.8,""95"":8.743,""102"":9.112,""105"":2.728,""126"":3.52,""129"":4.016,""tutorial_2DE"":37.543,""tutorial_3DE"":23.545,""tutorial_4DE"":13.287,""tutorial_5DE"":2.489}","{""2A"":[],""2BC"":[],""3A"":[],""3BC"":[],""2DE"":[2],""3DE"":[3,1],""4DE"":[3],""5DE"":[]}",I tended to choose the max value for me.
